Id,MasterName,ReportGroup,Status,MajorGroup,FamilyGroup,RecipeLink,MenuItemName,ObjectNumber,HierarchyId,LP_DontPrintWhenNOPrefix,LP_PrintQuantityAlways,LP_FlavourItem,LP_DoNotPrintWhenDisplayInDefaultState,LP_SugarCaneItem,LP_PrintInDefaultState
4724,79183,22,"00000000	",2000,20002,,16oz Guinness Draught Irish Stout,510000051,42,,,,,,
4725,79185,22,"00000000	",2000,20002,,16oz Indie Ale House Instigator IPA,510000052,42,,,,,,
4726,79187,22,"00000000	",2000,20002,,16oz Iron Hill Vienna Red Lager,510000053,42,,,,,,
4727,79189,22,"00000000	",2000,20002,,16oz Ithaca Flower Power IPA,510000054,42,,,,,,
4728,79191,22,"00000000	",2000,20002,,16oz Kills Boro Killsner German Pilsner,510000055,42,,,,,,
4729,79193,22,"00000000	",2000,20002,,16oz Lancaster Brewing Amber Fest Lager,510000056,42,,,,,,
4730,79195,22,"00000000	",2000,20002,,16oz Left Hand Milk Stout,510000057,42,,,,,,
4731,79197,22,"00000000	",2000,20002,,16oz Leinenkugel's Honey Weiss,510000058,42,,,,,,
4732,79199,22,"00000000	",2000,20002,,16oz Leinenkugel's Juicy Peach,510000059,42,,,,,,
4733,79201,22,"00000000	",2000,20002,,16oz Leinenkugel's Red Lager,510000060,42,,,,,,
4734,79203,22,"00000000	",2000,20002,,16oz Leinenkugel's Summer Shandy,510000061,42,,,,,,
4735,79205,22,"00000000	",2000,20002,,16oz Leinenkugels's Oktoberfest Marzen,510000062,42,,,,,,
4736,79207,22,"00000000	",2000,20002,,16oz Lift Bridge Mango Blonde Ale,510000063,42,,,,,,
4737,79209,22,"00000000	",2000,20002,,16oz Michelob Ultra Lager,510000064,42,,,,,,
4738,79211,22,"00000000	",2000,20002,,16oz Mill Street Blue Wave Lager,510000065,42,,,,,,
4739,79213,22,"00000000	",2000,20002,,16oz Molson Canadian Lager,510000066,42,,,,,,
4740,79215,22,"00000000	",2000,20002,,16oz Muskoka Brewery Pineapple Ninja Wheat Ale,510000067,42,,,,,,
4741,79217,22,"00000000	",2000,20002,,16oz Muskoka Detour IPA,510000068,42,,,,,,
4742,79219,22,"00000000	",2000,20002,,16oz No Label El Hefe Wheat,510000069,42,,,,,,
4743,79221,22,"00000000	",2000,20002,,16oz Odell IPA,510000070,42,,,,,,
4744,79223,22,"00000000	",2000,20002,,16oz Ommegang Rare Vos Amber Ale,510000071,42,,,,,,
4745,79225,22,"00000000	",2000,20002,,16oz Ommegang Witte Wheat Ale,510000072,42,,,,,,
4746,79227,22,"00000000	",2000,20002,,16oz Oskar Blue's Momma Little Yella Pils,510000073,42,,,,,,
4747,79229,22,"00000000	",2000,20002,,16oz Pacifico,510000074,42,,,,,,
4748,79231,22,"00000000	",2000,20002,,16oz Peroni Nastro Azzuro Pilsner,510000075,42,,,,,,
4749,79233,22,"00000000	",2000,20002,,16oz Random Row Brewing Pack Line Pilsner,510000076,42,,,,,,
4750,79235,22,"00000000	",2000,20002,,16oz Revolver Blood & Honey Texas Ale,510000077,42,,,,,,
4751,79237,22,"00000000	",2000,20002,,16oz Rickard's Red Ale,510000078,42,,,,,,
4752,79239,22,"00000000	",2000,20002,,16oz Saint Arnold Art Car IPA,510000079,42,,,,,,
4753,79241,22,"00000000	",2000,20002,,16oz Saint Arnold Christmas Ale,510000080,42,,,,,,
4754,79243,22,"00000000	",2000,20002,,16oz Saint Arnold Fancy Lawnmower Kölsch,510000081,42,,,,,,
4755,79245,22,"00000000	",2000,20002,,16oz Saint Arnold Oktoberfest Märzen ,510000082,42,,,,,,
4756,79247,22,"00000000	",2000,20002,,16oz Saint Arnold Original Amber Ale,510000083,42,,,,,,
4757,79249,22,"00000000	",2000,20002,,16oz Saint Arnold Spring Bock,510000084,42,,,,,,
4758,79251,22,"00000000	",2000,20002,,16oz Saint Arnold Summer Pils,510000085,42,,,,,,
4759,79253,22,"00000000	",2000,20002,,16oz Saison Dupont Farmhouse Ale,510000086,42,,,,,,
4760,79255,22,"00000000	",2000,20002,,16oz Samuel Adams Cherry Wheat,510000087,42,,,,,,
4761,79257,22,"00000000	",2000,20002,,16oz Samuel Adams Cold Snap White Ale,510000088,42,,,,,,
4762,79259,22,"00000000	",2000,20002,,16oz Samuel Adams Juicy IPA,510000089,42,,,,,,
4763,79261,22,"00000000	",2000,20002,,16oz Samuel Adams Octoberfest Märzen Lager,510000090,42,,,,,,
4764,79263,22,"00000000	",2000,20002,,16oz Samuel Adams Summer Wheat Ale,510000091,42,,,,,,
4765,79265,22,"00000000	",2000,20002,,16oz Samuel Adams Winter Lager,510000092,42,,,,,,
4766,79267,22,"00000000	",2000,20002,,16oz Sapporo Premium Rice Lager,510000093,42,,,,,,
4767,79269,22,"00000000	",2000,20002,,16oz Shiner Bock,510000094,42,,,,,,
4768,79271,22,"00000000	",2000,20002,,16oz Sixpoint Bengali IPA,510000095,42,,,,,,
4769,79273,22,"00000000	",2000,20002,,16oz Sixpoint Lil' Shucker Kölsch,510000096,42,,,,,,
4770,79275,22,"00000000	",2000,20002,,16oz Sly Fox Pikeland Pils Pilsner,510000097,42,,,,,,
4771,79277,22,"00000000	",2000,20002,,16oz Southern Tier Harvest Autumn IPA,510000098,42,,,,,,
4772,79279,22,"00000000	",2000,20002,,16oz Southern Tier Irish Cream Stout,510000099,42,,,,,,
4773,79281,22,"00000000	",2000,20002,,16oz Southern Tier Mango Rays Wheat Ale,510000100,42,,,,,,
4774,79283,22,"00000000	",2000,20002,,16oz Southern Tier Old Man Winter Spiced Dark Lager,510000101,42,,,,,,
4775,79285,22,"00000000	",2000,20002,,16oz Spellbound Porter Nitro,510000102,42,,,,,,
4776,79287,22,"00000000	",2000,20002,,16oz Steam Whistle Pilsner,510000103,42,,,,,,
4777,79289,22,"00000000	",2000,20002,,16oz Stella Artois Lager,510000104,42,,,,,,
4778,79291,22,"00000000	",2000,20002,,16oz Stone Arrogant Bastard Ale,510000105,42,,,,,,
4779,79293,22,"00000000	",2000,20002,,16oz Stone Delicious IPA,510000106,42,,,,,,
4780,79295,22,"00000000	",2000,20002,,16oz Stone Hazy IPA,510000107,42,,,,,,
4781,79297,22,"00000000	",2000,20002,,16oz Surly Axe Man Double IPA,510000108,42,,,,,,
4782,79299,22,"00000000	",2000,20002,,16oz Surly Minnesota Nice Lager,510000109,42,,,,,,
4783,79301,22,"00000000	",2000,20002,,16oz Talea Al Dente Pilsner,510000110,42,,,,,,
4784,79303,22,"00000000	",2000,20002,,16oz Talea Sun's Up Hazy IPA,510000111,42,,,,,,
4785,79305,22,"00000000	",2000,20002,,16oz Troegs Sunshine Pilsner,510000112,42,,,,,,
4786,79307,22,"00000000	",2000,20002,,16oz Truly Wild Berry Hard Seltzer,510000113,42,,,,,,
4787,79309,22,"00000000	",2000,20002,,16oz Twisted Tea Hard Iced Tea,510000114,42,,,,,,
4788,79311,22,"00000000	",2000,20002,,16oz Utepils Skolsch Kölsch,510000115,42,,,,,,
4789,79313,22,"00000000	",2000,20002,,16oz Victory Brotherly Love IPA,510000116,42,,,,,,
4790,79315,22,"00000000	",2000,20002,,16oz Victory Dirtwolf Double IPA,510000117,42,,,,,,
4791,79317,22,"00000000	",2000,20002,,16oz Victory Festbier Märzen Lager,510000118,42,,,,,,
4792,79319,22,"00000000	",2000,20002,,16oz Victory Layered Up Winter Stout,510000119,42,,,,,,
4793,79321,22,"00000000	",2000,20002,,16oz Victory Prima Pils Pilsner,510000120,42,,,,,,
4794,79323,22,"00000000	",2000,20002,,16oz Victory Summer Love Ale,510000121,42,,,,,,
4795,79325,22,"00000000	",2000,20002,,16oz Voodoo Ranger 1985 Mango Hazy IPA,510000122,42,,,,,,
4796,79327,22,"00000000	",2000,20002,,16oz Voodoo Ranger IPA,510000123,42,,,,,,
4797,79329,22,"00000000	",2000,20002,,16oz Voodoo Ranger Juicy Haze IPA,510000124,42,,,,,,
4798,79331,22,"00000000	",2000,20002,,16oz Yuengling Traditional Lager,510000125,42,,,,,,
6803,88834,22,"00000000	",2000,20002,,16oz Devils Backbone Lager,510000126,42,,,,,,
10799,120724,22,"00000000	",2000,20002,,16oz 11 Below 7-Iron Blonde Ale,510000127,42,,,,,,
10800,120728,22,"00000000	",2000,20002,,16oz Dogfish Head Grateful Dead Pale Ale,510000128,42,,,,,,
4799,79333,0,"00000000	",,,,**END 16oz BEER DRAFT RANGE**,510999999,42,,,,,,
4800,79335,0,"00000000	",,,,**BEGIN 23oz BEER DRAFT RANGE**,511000000,42,,,,,,
4801,79337,22,"00000000	",2000,20002,,"23oz Modelo Especial, Pilsner, Draft",511000001,42,,,,,,
4802,79339,22,"00000000	",2000,20002,,"23oz Talea Beer Co Al Dente, Pilsner Draft",511000002,42,,,,,,
4803,79341,22,"00000000	",2000,20002,,"23oz Miller Lite, Lager, Draft",511000003,42,,,,,,
4804,79343,22,"00000000	",2000,20002,,"23oz Heineken, Lager, Draft",511000004,42,,,,,,
4805,79345,22,"00000000	",2000,20002,,"23oz Bronx Brewery Climate Control, Winter Pale Ale, Draft",511000005,42,,,,,,
4806,79347,22,"00000000	",2000,20002,,"23oz Ommegang Farm Fresh, Ale, Draft",511000006,42,,,,,,
4807,79349,22,"00000000	",2000,20002,,"23oz Sixpoint Stooper Hazy, IPA, Draft",511000007,42,,,,,,
4808,79351,22,"00000000	",2000,20002,,Build Your Own Flight,511000008,42,,,,,,
4809,79353,22,"00000000	",2000,20002,,23oz 11 Below Hipster Sauce IPA,511000009,42,,,,,,
4810,79355,22,"00000000	",2000,20002,,23oz 11 Below Oso Bueno Red Ale,511000010,42,,,,,,
4811,79357,22,"00000000	",2000,20002,,23oz 2SP Baby Bob Stout,511000011,42,,,,,,
4812,79359,22,"00000000	",2000,20002,,23oz Asahi Super Dry Rice Lager,511000012,42,,,,,,
4813,79361,22,"00000000	",2000,20002,,23oz Bell's Kalamazoo Stout,511000013,42,,,,,,
4814,79363,22,"00000000	",2000,20002,,23oz Bell's Oberon Wheat Ale,511000014,42,,,,,,
4815,79365,22,"00000000	",2000,20002,,23oz Bell's Porter,511000015,42,,,,,,
4816,79367,22,"00000000	",2000,20002,,23oz Bell's Two Hearted IPA,511000016,42,,,,,,
4817,79369,22,"00000000	",2000,20002,,23oz Bitburger Premium Pilsner,511000017,42,,,,,,
4818,79371,22,"00000000	",2000,20002,,23oz Blue Moon Belgian Wheat,511000018,42,,,,,,
4819,79373,22,"00000000	",2000,20002,,23oz Bold Rock Hard Cider,511000019,42,,,,,,
4820,79375,22,"00000000	",2000,20002,,23oz Boulevard Space Camper Cosmic IPA,511000020,42,,,,,,
4821,79377,22,"00000000	",2000,20002,,23oz Boulevard Tank 7 Farmhouse Ale,511000021,42,,,,,,
4822,79379,22,"00000000	",2000,20002,,23oz Breckenridge Avalanche Amber Ale,511000022,42,,,,,,
4823,79381,22,"00000000	",2000,20002,,23oz Bronx Brewery Das Bronx Oktoberfest Marzen,511000023,42,,,,,,
4824,79383,22,"00000000	",2000,20002,,23oz Bronx Brewery Jingle Jangle Holiday Ale,511000024,42,,,,,,
4825,79385,22,"00000000	",2000,20002,,23oz Bronx Brewery Summer Pale Ale,511000025,42,,,,,,
4826,79387,22,"00000000	",2000,20002,,23oz Bronx Brewery Tattooed Pumpkin IPA,511000026,42,,,,,,
4827,79389,22,"00000000	",2000,20002,,23oz Bronx Brewery World Gone Hazy IPA,511000027,42,,,,,,
4828,79391,22,"00000000	",2000,20002,,23oz Bud Light Lager,511000028,42,,,,,,
4829,79393,22,"00000000	",2000,20002,,23oz Cape May Always Ready Hazy Pale Ale,511000029,42,,,,,,
4830,79395,22,"00000000	",2000,20002,,23oz Castle Danger Brewing Cream Ale,511000030,42,,,,,,
4831,79397,22,"00000000	",2000,20002,,23oz Cigar City Jai Alai IPA,511000031,42,,,,,,
4832,79399,22,"00000000	",2000,20002,,23oz Collective Arts Life in the Clouds Hazy IPA,511000032,42,,,,,,
4833,79401,22,"00000000	",2000,20002,,23oz Conshochocken Ring the Bell Pilsner,511000033,42,,,,,,
4834,79403,22,"00000000	",2000,20002,,23oz Conshochocken Type A IPA,511000034,42,,,,,,
4835,79405,22,"00000000	",2000,20002,,23oz Creemore Boundless IPA,511000035,42,,,,,,
4836,79407,22,"00000000	",2000,20002,,23oz Cricket Hill Jersey Devil Red Ale,511000036,42,,,,,,
4837,79409,22,"00000000	",2000,20002,,23oz Deep Ellum Dallas Blonde Ale,511000037,42,,,,,,
4838,79411,22,"00000000	",2000,20002,,23oz Deep Ellum IPA,511000038,42,,,,,,
4839,79413,22,"00000000	",2000,20002,,23oz Dogfish Head 60 Minute IPA,511000039,42,,,,,,
4840,79415,22,"00000000	",2000,20002,,23oz Dogfish Head 90 Minute IPA,511000040,42,,,,,,
4841,79417,22,"00000000	",2000,20002,,23oz Dos Equis Especial Lager,511000041,42,,,,,,
4842,79419,22,"00000000	",2000,20002,,23oz Down East Cider Original Blend,511000042,42,,,,,,
4843,79421,22,"00000000	",2000,20002,,23oz Dry Dock Apricot Blonde Ale,511000043,42,,,,,,
4844,79423,22,"00000000	",2000,20002,,23oz Duvel 6.66% Belgian Blonde Ale,511000044,42,,,,,,
4845,79425,22,"00000000	",2000,20002,,23oz Evil Genius Theres No Crying In Baseball IPA,511000045,42,,,,,,
4846,79427,22,"00000000	",2000,20002,,23oz Fair State Roselle Hibiscus Sour,511000046,42,,,,,,
4847,79429,22,"00000000	",2000,20002,,23oz Fulton Lonely Blonde Ale,511000047,42,,,,,,
4848,79431,22,"00000000	",2000,20002,,23oz Guinness Draught Irish Stout,511000048,42,,,,,,
4849,79433,22,"00000000	",2000,20002,,23oz Indie Ale House Instigator IPA,511000049,42,,,,,,
4850,79435,22,"00000000	",2000,20002,,23oz Iron Hill Vienna Red Lager,511000050,42,,,,,,
4851,79437,22,"00000000	",2000,20002,,23oz Ithaca Flower Power IPA,511000051,42,,,,,,
4852,79439,22,"00000000	",2000,20002,,23oz Kills Boro Killsner German Pilsner,511000052,42,,,,,,
4853,79441,22,"00000000	",2000,20002,,23oz Left Hand Milk Stout,511000053,42,,,,,,
4854,79443,22,"00000000	",2000,20002,,23oz Leinenkugel's Honey Weiss,511000054,42,,,,,,
4855,79445,22,"00000000	",2000,20002,,23oz Leinenkugel's Juicy Peach,511000055,42,,,,,,
4856,79447,22,"00000000	",2000,20002,,23oz Leinenkugel's Red Lager,511000056,42,,,,,,
4857,79449,22,"00000000	",2000,20002,,23oz Leinenkugel's Summer Shandy,511000057,42,,,,,,
4858,79451,22,"00000000	",2000,20002,,23oz Leinenkugels's Oktoberfest Marzen,511000058,42,,,,,,
4859,79453,22,"00000000	",2000,20002,,23oz Lift Bridge Mango Blonde Ale,511000059,42,,,,,,
4860,79455,22,"00000000	",2000,20002,,23oz Michelob Ultra Lager,511000060,42,,,,,,
4861,79457,22,"00000000	",2000,20002,,23oz Mill Street Blue Wave Lager,511000061,42,,,,,,
4862,79459,22,"00000000	",2000,20002,,23oz Mill Street Haze Phase IPA,511000062,42,,,,,,
4863,79461,22,"00000000	",2000,20002,,23oz Molson Canadian Lager,511000063,42,,,,,,
4864,79463,22,"00000000	",2000,20002,,23oz Muskoka Brewery Pineapple Ninja Wheat Ale,511000064,42,,,,,,
4865,79465,22,"00000000	",2000,20002,,23oz Muskoka Detour IPA,511000065,42,,,,,,
4866,79467,22,"00000000	",2000,20002,,23oz Odell IPA,511000066,42,,,,,,
4867,79469,22,"00000000	",2000,20002,,23oz Ommegang Farm Fresh Ale,511000067,42,,,,,,
4868,79471,22,"00000000	",2000,20002,,23oz Ommegang Rare Vos Amber Ale,511000068,42,,,,,,
4869,79473,22,"00000000	",2000,20002,,23oz Ommegang Witte Wheat Ale,511000069,42,,,,,,
4870,79475,22,"00000000	",2000,20002,,23oz Oskar Blue's Momma Little Yella Pils,511000070,42,,,,,,
4871,79477,22,"00000000	",2000,20002,,23oz Peroni Nastro Azzuro Pilsner,511000071,42,,,,,,
4872,79479,22,"00000000	",2000,20002,,23oz Random Row Brewing Pack Line Pilsner,511000072,42,,,,,,
4873,79481,22,"00000000	",2000,20002,,23oz Revolver Blood & Honey Texas Ale,511000073,42,,,,,,
4874,79483,22,"00000000	",2000,20002,,23oz Rickard's Red Ale,511000074,42,,,,,,
4875,79485,22,"00000000	",2000,20002,,23oz Saint Arnold Art Car IPA,511000075,42,,,,,,
4876,79487,22,"00000000	",2000,20002,,23oz Saint Arnold Christmas Ale,511000076,42,,,,,,
4877,79489,22,"00000000	",2000,20002,,23oz Saint Arnold Fancy Lawnmower Kölsch,511000077,42,,,,,,
4878,79491,22,"00000000	",2000,20002,,23oz Saint Arnold Oktoberfest Märzen ,511000078,42,,,,,,
4879,79493,22,"00000000	",2000,20002,,23oz Saint Arnold Spring Bock,511000079,42,,,,,,
4880,79495,22,"00000000	",2000,20002,,23oz Saint Arnold Summer Pils,511000080,42,,,,,,
4881,79497,22,"00000000	",2000,20002,,23oz Saison Dupont Farmhouse Ale,511000081,42,,,,,,
4882,79499,22,"00000000	",2000,20002,,23oz Samuel Adams Cherry Wheat,511000082,42,,,,,,
4883,79501,22,"00000000	",2000,20002,,23oz Samuel Adams Cold Snap White Ale,511000083,42,,,,,,
4884,79503,22,"00000000	",2000,20002,,23oz Samuel Adams Juicy IPA,511000084,42,,,,,,
4885,79505,22,"00000000	",2000,20002,,23oz Samuel Adams Octoberfest Märzen Lager,511000085,42,,,,,,
4886,79507,22,"00000000	",2000,20002,,23oz Samuel Adams Summer Wheat Ale,511000086,42,,,,,,
4887,79509,22,"00000000	",2000,20002,,23oz Samuel Adams Winter Lager,511000087,42,,,,,,
4888,79511,22,"00000000	",2000,20002,,23oz Sapporo Premium Rice Lager,511000088,42,,,,,,
4889,79513,22,"00000000	",2000,20002,,23oz Shiner Bock,511000089,42,,,,,,
4890,79515,22,"00000000	",2000,20002,,23oz Sixpoint Bengali IPA,511000090,42,,,,,,
4891,79517,22,"00000000	",2000,20002,,23oz Sixpoint Lil' Shucker Kölsch,511000091,42,,,,,,
4892,79519,22,"00000000	",2000,20002,,23oz Sly Fox Pikeland Pils Pilsner,511000092,42,,,,,,
4893,79521,22,"00000000	",2000,20002,,23oz Southern Tier Harvest Autumn IPA,511000093,42,,,,,,
4894,79523,22,"00000000	",2000,20002,,23oz Southern Tier Irish Cream Stout,511000094,42,,,,,,
4895,79525,22,"00000000	",2000,20002,,23oz Southern Tier Mango Rays Wheat Ale,511000095,42,,,,,,
4896,79527,22,"00000000	",2000,20002,,23oz Southern Tier Old Man Winter Spiced Dark Lager,511000096,42,,,,,,
4897,79529,22,"00000000	",2000,20002,,23oz Spellbound Porter Nitro,511000097,42,,,,,,
4898,79531,22,"00000000	",2000,20002,,23oz Steam Whistle Pilsner,511000098,42,,,,,,
4899,79533,22,"00000000	",2000,20002,,23oz Stella Artois Lager,511000099,42,,,,,,
4900,79535,22,"00000000	",2000,20002,,23oz Stone Arrogant Bastard Ale,511000100,42,,,,,,
4901,79537,22,"00000000	",2000,20002,,23oz Stone Delicious IPA,511000101,42,,,,,,
4902,79539,22,"00000000	",2000,20002,,23oz Stone Hazy IPA,511000102,42,,,,,,
4903,79541,22,"00000000	",2000,20002,,23oz Surly Axe Man Double IPA,511000103,42,,,,,,
4904,79543,22,"00000000	",2000,20002,,23oz Surly Minnesota Nice Lager,511000104,42,,,,,,
4905,79545,22,"00000000	",2000,20002,,23oz Talea Al Dente Pilsner,511000105,42,,,,,,
4906,79547,22,"00000000	",2000,20002,,23oz Talea Sun's Up Hazy IPA,511000106,42,,,,,,
4907,79549,22,"00000000	",2000,20002,,23oz Troegs Sunshine Pilsner,511000107,42,,,,,,
4908,79551,22,"00000000	",2000,20002,,23oz Truly Wild Berry Hard Seltzer,511000108,42,,,,,,
4909,79553,22,"00000000	",2000,20002,,23oz Twisted Tea Hard Iced Tea,511000109,42,,,,,,
4910,79555,22,"00000000	",2000,20002,,23oz Utepils Skolsch Kölsch,511000110,42,,,,,,
4911,79557,22,"00000000	",2000,20002,,23oz Victory Brotherly Love IPA,511000111,42,,,,,,
4912,79559,22,"00000000	",2000,20002,,23oz Victory Dirtwolf Double IPA,511000112,42,,,,,,
4913,79561,22,"00000000	",2000,20002,,23oz Victory Festbier Märzen Lager,511000113,42,,,,,,
4914,79563,22,"00000000	",2000,20002,,23oz Victory Layered Up Winter Stout,511000114,42,,,,,,
4915,79565,22,"00000000	",2000,20002,,23oz Victory Prima Pils Pilsner,511000115,42,,,,,,
4916,79567,22,"00000000	",2000,20002,,23oz Victory Summer Love Ale,511000116,42,,,,,,
4917,79569,22,"00000000	",2000,20002,,23oz Voodoo Ranger 1985 Mango Hazy IPA,511000117,42,,,,,,
4918,79571,22,"00000000	",2000,20002,,23oz Voodoo Ranger IPA,511000118,42,,,,,,
4919,79573,22,"00000000	",2000,20002,,23oz Voodoo Ranger Juicy Haze IPA,511000119,42,,,,,,
4920,79575,22,"00000000	",2000,20002,,23oz No Label El Hefe Wheat,511000120,42,,,,,,
4921,79577,22,"00000000	",2000,20002,,23oz Pacifico,511000121,42,,,,,,
4922,79579,22,"00000000	",2000,20002,,23oz Coors Light Lager,511000122,42,,,,,,
6664,88815,22,"00000000	",2000,20002,,23oz Devils Backbone Lager,511000123,42,,,,,,
11829,120875,22,"00000000	",2000,20002,,23oz 11 Below 7-Iron Blonde Ale,511000124,42,,,,,,
10801,120730,22,"00000000	",2000,20002,,23oz Dogfish Head Grateful Dead Pale Ale,511000125,42,,,,,,
4923,79581,0,"00000000	",2000,,,**END 23oz BEER DRAFT RANGE**,511999999,42,,,,,,
4391,78403,1,"00000000	",,,,**BEGIN BEER BOTTLES AND CANS RANGE**,512000000,42,,,,,,
4392,78405,1,"00000000	",2000,20003,,Twisted Tea Hard Iced Tea 16oz Can,512000001,42,,,,,,
4393,78407,1,"00000000	",2000,20001,,"White Claw Black Cherry, Hard Seltzer",512000002,42,,,,,,
4394,78409,1,"00000000	",2000,20003,,"Corona Extra, Pilsner, 16 oz. Can",512000003,42,,,,,,
4395,78411,1,"00000000	",2000,20001,,Heineken 0.0 (Non-Alcoholic),512000004,42,,,,,,
4396,78413,1,"00000000	",2000,20001,,"Heineken, Lager",512000005,42,,,,,,
4397,78415,1,"00000000	",2000,20003,,"Heineken, Lager, 16 oz. Can",512000006,42,,,,,,
4398,78417,1,"00000000	",2000,20001,,"Angry Orchard, Hard Cider",512000007,42,,,,,,
4399,78419,1,"00000000	",2000,20003,,"Angry Orchard, Hard Cider, Can",512000008,42,,,,,,
4400,78421,1,"00000000	",2000,20001,,"Heineken 0.0, Non-Alcoholic Lager",512000009,42,,,,,,
4401,78423,1,"00000000	",2000,20001,,Athletic Brewing Run Wild Non-Alcoholic IPA 12oz Can,512000010,42,,,,,,
4402,79947,1,"00000000	",2000,20001,,"Alfa Hellenic, Lager",512000011,42,,,,,,
4403,79949,1,"00000000	",2000,20003,,Angry Orchard Crisp Apple Hard Cider 12oz Can,512000012,42,,,,,,
4404,79951,1,"00000000	",2000,20003,,Angry Orchard Crisp Apple Hard Cider 16oz Can,512000013,42,,,,,,
4405,79953,1,"00000000	",2000,20003,,Bell's Two Hearted IPA 12oz Can,512000014,42,,,,,,
4406,79955,1,"00000000	",2000,20003,,Bell's Two Hearted IPA 16oz Can,512000015,42,,,,,,
4407,79957,1,"00000000	",2000,20001,,Birra Moretti L'Autentica Lager,512000016,42,,,,,,
4408,79959,1,"00000000	",2000,20001,,Blue Moon Belgian Wheat 12oz Bottle,512000017,42,,,,,,
4409,79961,1,"00000000	",2000,20003,,Blue Moon Belgian Wheat 16oz Can,512000018,42,,,,,,
4410,79963,1,"00000000	",2000,20003,,Bronx Smile My Guy IPA 16oz Can,512000019,42,,,,,,
4411,79965,1,"00000000	",2000,20003,,Bud Light Lager 16oz Can,512000020,42,,,,,,
4412,79967,1,"00000000	",2000,20003,,Cigar City Jai Alai IPA 12oz Can,512000021,42,,,,,,
4413,79969,1,"00000000	",2000,20003,,Cigar City Jai Alai IPA 16oz Can,512000022,42,,,,,,
4414,79971,1,"00000000	",2000,20003,,Collective Arts Guava Gose 12oz Can,512000023,42,,,,,,
4415,79973,1,"00000000	",2000,20003,,Collective Arts Jam Up the Mash Sour 16oz Can,512000024,42,,,,,,
4416,79975,1,"00000000	",2000,20003,,Collective Arts Life in the Clouds IPA 16oz Can,512000025,42,,,,,,
4417,79977,1,"00000000	",2000,20003,,Conshohocken Type A IPA 16oz Can,512000026,42,,,,,,
4418,79979,1,"00000000	",2000,20001,,Coors Light Lager 12oz Bottle,512000027,42,,,,,,
4419,79981,1,"00000000	",2000,20003,,Coors Light Lager 16oz Can,512000028,42,,,,,,
4420,79983,1,"00000000	",2000,20001,,Corona Extra Lager 12oz Bottle,512000029,42,,,,,,
4421,79985,1,"00000000	",2000,20001,,Dogfish Head 90 Minute IPA 12oz Bottle,512000030,42,,,,,,
4422,79987,1,"00000000	",2000,20003,,Double Nickel Golden Ale 12oz Can,512000031,42,,,,,,
4423,79989,1,"00000000	",2000,20001,,Duvel Original Belgian Pale Stong Ale 11.2oz Bottle,512000032,42,,,,,,
4424,79991,1,"00000000	",2000,20001,,Franziskaner Premium Hefeweizen 12oz Bottle,512000033,42,,,,,,
4425,79993,1,"00000000	",2000,20001,,Guinness Draught Irish Stout 11.2oz Bottle,512000034,42,,,,,,
4426,79995,1,"00000000	",2000,20003,,Guinness Draught Irish Stout 14.9oz Can,512000035,42,,,,,,
4427,79997,1,"00000000	",2000,20001,,Heineken Original Lager 12oz Bottle,512000036,42,,,,,,
4428,79999,1,"00000000	",2000,20003,,Heineken Original Lager 16oz Can,512000037,42,,,,,,
4429,80001,1,"00000000	",2000,20003,,HoliDaily Favorite Blonde Ale 16oz Can,512000038,42,,,,,,
4430,80003,1,"00000000	",2000,20003,,Indie Alehouse Marco Polo Italian Lager 16oz Can,512000039,42,,,,,,
4431,80005,1,"00000000	",2000,20001,,Kirin Ichiban Lager 12oz Bottle,512000040,42,,,,,,
4432,80007,1,"00000000	",2000,20003,,Kirin Ichiban Lager 16oz Can,512000041,42,,,,,,
4433,80009,1,"00000000	",2000,20001,,Kiuchi Brewery Hitachino Nest White Ale,512000042,42,,,,,,
4434,80011,1,"00000000	",2000,20003,,Köstritzer Schwarzbier Dark Lager 16.9oz Can,512000043,42,,,,,,
4435,80013,1,"00000000	",2000,20001,,Kronenbourg 1664 Blanc Wheat Ale 11.2oz Bottle,512000044,42,,,,,,
4436,80015,1,"00000000	",2000,20001,,Kronenbourg 1664 Pale Lager 11.2oz Bottle,512000045,42,,,,,,
4437,80017,1,"00000000	",2000,20003,,Leinenkugel's Summer Shandy 12oz Can,512000046,42,,,,,,
4438,80019,1,"00000000	",2000,20003,,Leinenkugel's Summer Shandy 16oz Can,512000047,42,,,,,,
4439,80021,1,"00000000	",2000,20003,,Makku Unfiltered Rice Beer 12oz Can,512000048,42,,,,,,
4440,80023,1,"00000000	",2000,20003,,Mill Street Cobblestone Stout 14.9oz Can,512000049,42,,,,,,
4441,80025,1,"00000000	",2000,20001,,Miller Lite Lager 12oz Bottle,512000050,42,,,,,,
4442,80027,1,"00000000	",2000,20003,,Miller Lite Lager 16oz Can,512000051,42,,,,,,
4443,80029,1,"00000000	",2000,20003,,Molson Canadian 16oz Can,512000052,42,,,,,,
4444,80031,1,"00000000	",2000,20003,,Muskoka Mad Tom IPA 16oz Can,512000053,42,,,,,,
4445,80033,1,"00000000	",2000,20003,,New Belgium Fat Tire Ale 16oz Can,512000054,42,,,,,,
4446,80035,1,"00000000	",2000,20001,,New Belgium Trippel Belgian Ale 12oz Bottle,512000055,42,,,,,,
4447,80037,1,"00000000	",2000,20003,,No Boats on Sunday Original Cider 16oz Can,512000056,42,,,,,,
